Date,Close/Last,Volume,Open,High,Low
02/03/2020,$60.0825,25592820,$58.925,$60.2778,$58.8625
01/31/2020,$59.1075,37041972,$60.9925,$61.1125,$58.6875
01/30/2020,$61.4525,29050360,$60.4025,$61.5875,$59.85
01/29/2020,$61.385,25945116,$61.8475,$62.21,$60.985
01/28/2020,$61.9925,31097604,$60.7125,$62.3175,$60.1786
01/27/2020,$60.05,47053400,$59.56,$60.5625,$58.0575
01/24/2020,$62.62,37351356,$64.375,$64.875,$62.075
01/23/2020,$63.215,24451444,$62.93,$63.3,$62.0375
01/22/2020,$62.5125,23923868,$62.44,$63.3975,$62.25
01/21/2020,$61.985,21791700,$61.9513,$62.3225,$61.6426
01/17/2020,$62.32,25379056,$62.425,$62.5,$61.8425
01/16/2020,$62.2325,28419164,$61.93,$62.2925,$61.6938
01/15/2020,$61.3925,26310544,$61.9475,$62.1723,$61.1325
01/14/2020,$61.82,35957932,$62.565,$62.82,$61.6875
